year,title,authors,venue,doi,volume,issue,pages,sources,matched_queries,screening_status,screening_reason
2026,Semantic-Relevance-Based Sensor Selection for Edge-AI Empowered Sensing Systems,Zhiyan Liu; Kaibin Huang,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3605523,25,,3721-3735,Crossref; OpenAlex,Relevance-Based; Semantic; semantic-aware communication,candidate,pending manual title/abstract/full-text screening
2026,Semantics-Guided Diffusion for Deep Joint Source-Channel Coding in Wireless Image Transmission,Maojun Zhang; Haotian Wu; Guangxu Zhu; Richeng Jin; Xiaoming Chen; Deniz Gündüz,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3591456,25,,1547-1564,Crossref; OpenAlex,DeepJSCC; Joint Source-Channel; Semantic; Wireless Image Transmission,candidate,pending manual title/abstract/full-text screening
2026,Spectral Efficiency-Aware Codebook Design for Task-Oriented Semantic Communications,Anbang Zhang; Shuaishuai Guo; Chenyuan Feng; Shuai Liu; Hongyang Du; Geyong Min,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3677460,25,,14535-14549,Crossref; OpenAlex,Semantic; Task-Oriented; task-oriented communication,candidate,pending manual title/abstract/full-text screening
2026,Superimposed Pilot-Based Adaptive Semantic Communications for Wireless Image Transmission,Jian Zou; Jian Xiao; Wenwu Xie; Fanyang Meng; Renhai Feng; Liang Yang; Yongsheng Liang,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3694102,25,,17576-17590,Crossref; OpenAlex,Semantic; Wireless Image Transmission; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2026,Synesthesia of Machines (SoM)-Empowered Wireless Image Transmission Over Time-Varying Dynamic Channel,Haozhen Li; Ruide Zhang; Rongqing Zhang; Xiang Cheng,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3690314,25,,17399-17414,Crossref; OpenAlex,Wireless Image Transmission; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2026,Task-Agnostic Semantic Communications Relying on Information Bottleneck and Federated Meta-Learning,Hao Wei; Wen Wang; Wanli Ni; Wenjun Xu; Yongming Huang; Dusit Niyato; Ping Zhang,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3632819,25,,7600-7616,Crossref; OpenAlex,Semantic; task-oriented communication,candidate,pending manual title/abstract/full-text screening
2026,Task-Oriented Multimodal Edge Intelligence via Integrated Sensing-Communication-Computation,Weiwei Chen; Yinghui He; Zhong Ye; Dingzhu Wen; Guanding Yu,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3710771,25,,20071-20085,Crossref; OpenAlex,Task-Oriented; task-oriented communication,candidate,pending manual title/abstract/full-text screening
2026,UoI-Minimization RSMA Scheme for Multi-Type Services Multicast in Satellite-Integrated Internet,Xiajie Huang; Jian Jiao; Tao Yang; Jianhao Huang; Ye Wang; Qinyu Zhang,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3680094,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2026,VAE-GAN-Based Semantic Communication for High-Quality Image Transmission,Naoki Omi; Shun Kojima; Chang-Jun Ahn,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3646209,25,,9799-9813,Crossref; OpenAlex,DeepJSCC; Semantic,candidate,pending manual title/abstract/full-text screening
2026,VQ-DeepVSC: A Dual-Stage Vector Quantization System for Video Semantic Communication,Yongyi Miao; Zhongdang Li; Yang Wang; Die Hu; Jun Yan; Youfang Wang,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3641237,25,,8692-8706,Crossref; OpenAlex,Semantic; wireless video transmission,candidate,pending manual title/abstract/full-text screening
2026,Visual Environment Semantic Sensing-Assisted OTFS Channel Estimation,Weihao Wang; Jing Guo; Jingxuan Huang; Zesong Fei; Weijie Yuan; Tony Q. S. Quek,IEEE Transactions on Wireless Communications,10.1109/twc.2026.3684223,25,,15519-15533,Crossref; OpenAlex,Semantic; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
